task_id,span_id,rule_norm,judge_severity,judge_score,final_sensitivity,next_action_type_changed,next_action_arguments_f1_loss,candidate_objects_f1_loss,active_constraints_f1_loss
0d8a4ee_2,step_015,0.7143,high,1.0,0.8572,1,1.0,1.0,0.0
0d8a4ee_2,step_016,0.6402,high,1.0,0.8201,1,1.0,1.0,0.0
0d8a4ee_2,step_017,0.6931,high,1.0,0.8466,1,1.0,1.0,0.0
0d8a4ee_2,step_018,0.6952,high,1.0,0.8476,1,1.0,1.0,0.0
0d8a4ee_2,step_019,0.6952,high,1.0,0.8476,1,1.0,1.0,0.0
0d8a4ee_2,step_021,0.6402,high,1.0,0.8201,1,1.0,1.0,0.0
0d8a4ee_2,step_022,0.6942,high,1.0,0.8471,1,1.0,1.0,0.0
0d8a4ee_2,step_025,0.6889,high,1.0,0.8444,1,1.0,1.0,0.0
0d8a4ee_2,step_023,0.6952,high,1.0,0.8476,1,1.0,1.0,0.0
0d8a4ee_2,step_020,0.6942,high,1.0,0.8471,1,1.0,1.0,0.0
530b157_3,step_001,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
0d8a4ee_2,step_026,0.6359,none,0.0,0.318,1,1.0,1.0,0.0
530b157_3,step_002,0.0952,medium,0.6,0.3476,0,0.0,0.0,0.0
530b157_3,step_003,0.0952,low,0.25,0.1726,0,0.0,0.0,0.0
0d8a4ee_2,step_024,0.6095,high,1.0,0.8048,1,0.3333,1.0,1.0
530b157_3,step_006,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_005,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
530b157_3,step_004,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
530b157_3,step_010,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_009,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_007,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_008,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
530b157_3,step_011,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_012,0.0952,low,0.25,0.1726,0,0.0,0.0,0.0
530b157_3,step_013,0.2857,medium,0.6,0.4428,1,0.0,0.0,0.0
530b157_3,step_014,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
530b157_3,step_016,0.0952,medium,0.6,0.3476,0,0.0,0.0,0.0
530b157_3,step_019,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_017,0.2857,medium,0.6,0.4428,1,0.0,0.0,0.0
530b157_3,step_015,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_018,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
530b157_3,step_020,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
530b157_3,step_021,0.2857,medium,0.6,0.4428,1,0.0,0.0,0.0
530b157_3,step_022,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
530b157_3,step_025,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
530b157_3,step_023,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
b119b1f_2,step_001,0.181,none,0.0,0.0905,0,0.0,0.0,1.0
b119b1f_2,step_002,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
530b157_3,step_024,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
b119b1f_2,step_003,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
b119b1f_2,step_004,0.1861,low,0.25,0.218,0,0.0,0.0,1.0
b119b1f_2,step_005,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
b119b1f_2,step_007,0.0779,none,0.0,0.0389,0,0.0,0.0,0.0
b119b1f_2,step_006,0.3968,none,0.0,0.1984,1,0.0,0.0,1.0
b119b1f_2,step_008,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
b119b1f_2,step_010,0.2338,low,0.25,0.2419,1,0.0,0.0,0.0
b119b1f_2,step_009,0.026,low,0.25,0.138,0,0.0,0.0,0.0
b119b1f_2,step_012,0.2684,low,0.25,0.2592,1,0.0,0.0,0.0
b119b1f_2,step_011,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
b119b1f_2,step_014,0.2095,medium,0.6,0.4047,1,0.0,0.0,0.0
b119b1f_2,step_013,0.2338,none,0.0,0.1169,1,0.0,0.0,0.0
b119b1f_2,step_015,0.2684,none,0.0,0.1342,1,0.0,0.0,0.0
b119b1f_2,step_016,0.0381,low,0.25,0.1441,0,0.0,0.0,0.0
b119b1f_2,step_017,0.2667,none,0.0,0.1333,1,0.0,0.0,0.0
b119b1f_2,step_018,0.2684,low,0.25,0.2592,1,0.0,0.0,0.0
b119b1f_2,step_020,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
b119b1f_2,step_021,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
b119b1f_2,step_023,0.2476,medium,0.6,0.4238,1,0.0,0.0,0.0
b119b1f_2,step_019,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
b119b1f_2,step_024,0.0317,none,0.0,0.0158,0,0.0,0.0,0.0
b119b1f_2,step_025,0.1958,none,0.0,0.0979,0,0.0,1.0,0.0
b119b1f_2,step_022,0.2095,none,0.0,0.1047,1,0.0,0.0,0.0
37a8675_2,step_001,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_003,0.8333,high,1.0,0.9166,1,1.0,1.0,1.0
37a8675_2,step_002,0.8333,high,1.0,0.9166,1,1.0,1.0,1.0
37a8675_2,step_004,0.8452,high,1.0,0.9226,1,1.0,1.0,1.0
37a8675_2,step_007,0.8425,high,1.0,0.9213,1,1.0,1.0,1.0
37a8675_2,step_005,0.8471,high,1.0,0.9235,1,1.0,1.0,1.0
37a8675_2,step_006,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_008,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_009,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_010,0.8163,high,1.0,0.9082,1,1.0,1.0,1.0
37a8675_2,step_011,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_013,0.8452,high,1.0,0.9226,1,1.0,1.0,1.0
37a8675_2,step_014,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_012,0.8452,high,1.0,0.9226,1,1.0,1.0,1.0
37a8675_2,step_017,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_016,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_015,0.8317,high,1.0,0.9159,1,1.0,1.0,1.0
37a8675_2,step_018,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_019,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_020,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_021,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_025,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_2,step_023,0.8452,high,1.0,0.9226,1,1.0,1.0,1.0
37a8675_1,step_001,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_2,step_022,0.8452,high,1.0,0.9226,1,1.0,1.0,1.0
37a8675_2,step_024,0.8571,high,1.0,0.9285,1,1.0,1.0,1.0
37a8675_1,step_003,0.7238,high,1.0,0.8619,1,1.0,1.0,1.0
37a8675_1,step_002,0.7238,high,1.0,0.8619,1,1.0,1.0,1.0
37a8675_1,step_005,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_1,step_004,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_006,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_009,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_1,step_007,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_008,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_011,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_012,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_010,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_013,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_1,step_016,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_014,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_1,step_015,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_017,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_1,step_018,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_019,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_022,0.7273,high,1.0,0.8637,1,1.0,1.0,1.0
37a8675_1,step_020,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_021,0.7429,high,1.0,0.8715,1,1.0,1.0,1.0
37a8675_1,step_023,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
37a8675_1,step_024,0.7407,high,1.0,0.8703,1,1.0,1.0,1.0
3ab5b8b_1,step_001,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
3ab5b8b_1,step_005,0.2476,none,0.0,0.1238,1,0.0,0.0,0.0
3ab5b8b_1,step_002,0.019,none,0.0,0.0095,0,0.0,0.0,0.0
3ab5b8b_1,step_003,0.2095,none,0.0,0.1047,1,0.0,0.0,0.0
3ab5b8b_1,step_006,0.2338,none,0.0,0.1169,1,0.0,0.0,0.0
3ab5b8b_1,step_004,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
3ab5b8b_1,step_007,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
3ab5b8b_1,step_008,0.2286,none,0.0,0.1143,1,0.0,0.0,0.0
3ab5b8b_1,step_009,0.2286,low,0.25,0.2393,1,0.0,0.0,0.0
3ab5b8b_1,step_010,0.2286,none,0.0,0.1143,1,0.0,0.0,0.0
3ab5b8b_1,step_011,0.2286,none,0.0,0.1143,1,0.0,0.0,0.0
3ab5b8b_1,step_015,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
3ab5b8b_1,step_012,0.0571,none,0.0,0.0285,0,0.0,0.0,0.0
3ab5b8b_1,step_014,0.2095,none,0.0,0.1047,1,0.0,0.0,0.0
3ab5b8b_1,step_013,0.0571,low,0.25,0.1535,0,0.0,0.0,0.0
3ab5b8b_1,step_016,0.0381,none,0.0,0.0191,0,0.0,0.0,0.0
3ab5b8b_1,step_018,0.2095,low,0.25,0.2298,1,0.0,0.0,0.0
3ab5b8b_1,step_017,0.2667,none,0.0,0.1333,1,0.0,0.0,0.0
3ab5b8b_1,step_019,0.2095,none,0.0,0.1047,1,0.0,0.0,0.0
3ab5b8b_1,step_021,0.2095,low,0.25,0.2298,1,0.0,0.0,0.0
3ab5b8b_1,step_020,0.2476,low,0.25,0.2488,1,0.0,0.0,0.0
3ab5b8b_1,step_022,0.2095,low,0.25,0.2298,1,0.0,0.0,0.0
3ab5b8b_1,step_023,0.2095,none,0.0,0.1047,1,0.0,0.0,0.0
3ab5b8b_1,step_024,0.4571,medium,0.6,0.5285,1,1.0,0.0,0.0
37a8675_3,step_001,0.0833,none,0.0,0.0416,0,0.0,0.0,0.0
37a8675_3,step_002,0.0063,none,0.0,0.0032,0,0.0,0.0,0.0
37a8675_3,step_003,0.0444,none,0.0,0.0222,0,0.0,0.0,0.0
37a8675_3,step_005,0.0816,none,0.0,0.0408,0,0.0,0.0,0.0
37a8675_3,step_006,0.0825,none,0.0,0.0413,0,0.0,0.0,0.0
37a8675_3,step_007,0.0794,none,0.0,0.0397,0,0.0,0.0,0.0
37a8675_3,step_008,0.0794,none,0.0,0.0397,0,0.0,0.0,0.0
37a8675_3,step_009,0.0816,none,0.0,0.0408,0,0.0,0.0,0.0
37a8675_3,step_004,0.0873,none,0.0,0.0437,0,0.0,0.0,0.0
37a8675_3,step_011,0.2721,none,0.0,0.1361,1,0.0,0.0,0.0
37a8675_3,step_010,0.0408,none,0.0,0.0204,0,0.0,0.0,0.0
37a8675_3,step_012,0.0544,none,0.0,0.0272,0,0.0,0.0,0.0
37a8675_3,step_013,0.0714,none,0.0,0.0357,0,0.0,0.0,0.0
37a8675_3,step_014,0.0825,none,0.0,0.0413,0,0.0,0.0,0.0
37a8675_3,step_015,0.0816,none,0.0,0.0408,0,0.0,0.0,0.0
37a8675_3,step_016,0.2698,low,0.25,0.2599,1,0.0,0.0,0.0
37a8675_3,step_019,0.0794,low,0.25,0.1647,0,0.0,0.0,0.0
37a8675_3,step_018,0.2698,none,0.0,0.1349,1,0.0,0.0,0.0
37a8675_3,step_017,0.0833,none,0.0,0.0416,0,0.0,0.0,0.0
37a8675_3,step_020,0.0816,none,0.0,0.0408,0,0.0,0.0,0.0
37a8675_3,step_021,0.019,low,0.25,0.1345,0,0.0,0.0,0.0
383cbac_1,step_002,0.0762,low,0.25,0.1631,0,0.0,0.0,0.0
37a8675_3,step_022,0.2857,low,0.25,0.2679,1,0.0,0.0,0.0
383cbac_1,step_001,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
383cbac_1,step_003,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
383cbac_1,step_004,0.4571,none,0.0,0.2286,1,1.0,0.0,0.0
383cbac_1,step_005,0.4762,low,0.25,0.3631,1,1.0,0.0,0.0
383cbac_1,step_006,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
383cbac_1,step_007,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
383cbac_1,step_009,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
383cbac_1,step_008,0.2857,none,0.0,0.1429,1,0.0,0.0,0.0
383cbac_1,step_011,0.0762,low,0.25,0.1631,0,0.0,0.0,0.0
383cbac_1,step_010,0.4339,low,0.25,0.3419,1,1.0,0.0,0.0
383cbac_1,step_012,0.2476,none,0.0,0.1238,1,0.0,0.0,0.0
383cbac_1,step_013,0.2667,none,0.0,0.1333,1,0.0,0.0,0.0
383cbac_1,step_014,0.2667,none,0.0,0.1333,1,0.0,0.0,0.0
383cbac_1,step_015,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
383cbac_1,step_016,0.2476,medium,0.6,0.4238,1,0.0,0.0,0.0
383cbac_1,step_017,0.2667,none,0.0,0.1333,1,0.0,0.0,0.0
383cbac_1,step_018,0.2286,none,0.0,0.1143,1,0.0,0.0,0.0
383cbac_1,step_019,0.0952,none,0.0,0.0476,0,0.0,0.0,0.0
383cbac_1,step_020,0.2667,none,0.0,0.1333,1,0.0,0.0,0.0
6c2c621_1,step_001,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
383cbac_1,step_021,0.5952,high,1.0,0.7976,1,1.0,0.0,1.0
6c2c621_1,step_002,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_003,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_004,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_005,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
383cbac_1,step_022,0.619,low,0.25,0.4345,1,1.0,0.0,1.0
6c2c621_1,step_007,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_006,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_008,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_010,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_009,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_013,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_012,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_011,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_015,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_016,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_017,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_014,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_018,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_019,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_021,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_022,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_1,step_020,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_002,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_003,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_001,0.7238,high,1.0,0.8619,1,1.0,1.0,1.0
4fab96f_2,step_004,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_006,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_005,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_007,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_008,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_010,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_009,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_011,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_012,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_015,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_016,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_013,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_014,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_017,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_018,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_020,0.7619,medium,0.6,0.6809,1,1.0,1.0,1.0
6c2c621_2,step_001,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
4fab96f_2,step_019,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_2,step_003,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
4fab96f_2,step_022,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
4fab96f_2,step_021,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_2,step_002,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
6c2c621_2,step_004,0.754,high,1.0,0.877,1,1.0,1.0,1.0
6c2c621_2,step_008,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
6c2c621_2,step_006,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
6c2c621_2,step_009,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
6c2c621_2,step_007,0.7532,high,1.0,0.8766,1,1.0,1.0,1.0
6c2c621_2,step_005,0.6984,high,1.0,0.8492,1,1.0,1.0,1.0
6c2c621_2,step_010,0.7381,high,1.0,0.869,1,1.0,1.0,1.0
6c2c621_2,step_012,0.7143,high,1.0,0.8572,1,1.0,1.0,1.0
6c2c621_2,step_011,0.7359,high,1.0,0.8679,1,1.0,1.0,1.0
6c2c621_2,step_015,0.7143,high,1.0,0.8572,1,1.0,1.0,1.0
6c2c621_2,step_013,0.7238,high,1.0,0.8619,1,1.0,1.0,1.0
6c2c621_2,step_017,0.71,high,1.0,0.855,1,1.0,1.0,1.0
6c2c621_2,step_014,0.7524,high,1.0,0.8762,1,1.0,1.0,1.0
6c2c621_2,step_019,0.7262,high,1.0,0.8631,1,1.0,1.0,1.0
6c2c621_2,step_016,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
6c2c621_2,step_021,0.6926,high,1.0,0.8463,1,1.0,1.0,1.0
6c2c621_2,step_018,0.7438,high,1.0,0.8719,1,1.0,1.0,1.0
57c3486_2,step_001,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
57c3486_2,step_003,0.75,high,1.0,0.875,1,1.0,1.0,1.0
6c2c621_2,step_020,0.6926,high,1.0,0.8463,1,1.0,1.0,1.0
57c3486_2,step_002,0.7507,high,1.0,0.8754,1,1.0,1.0,1.0
57c3486_2,step_005,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_004,0.7507,high,1.0,0.8754,1,1.0,1.0,1.0
57c3486_2,step_007,0.7381,high,1.0,0.869,1,1.0,1.0,1.0
57c3486_2,step_008,0.746,high,1.0,0.873,1,1.0,1.0,1.0
57c3486_2,step_006,0.7528,high,1.0,0.8764,1,1.0,1.0,1.0
57c3486_2,step_009,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_010,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_011,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_012,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_017,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_014,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_015,0.7507,high,1.0,0.8754,1,1.0,1.0,1.0
57c3486_2,step_013,0.7532,high,1.0,0.8766,1,1.0,1.0,1.0
57c3486_2,step_016,0.75,high,1.0,0.875,1,1.0,1.0,1.0
57c3486_2,step_018,0.7619,high,1.0,0.881,1,1.0,1.0,1.0
57c3486_2,step_019,0.75,high,1.0,0.875,1,1.0,1.0,1.0
