context_id,budget,setting,mean_jaccard,mean_sbert,n_pairs
longmemeval::c2ac3c61,128,within:A_react,0.7815211104684789,0.8117611408233643,3
longmemeval::c2ac3c61,128,within:A_plan,0.6041666666666666,0.9278362592061361,3
longmemeval::c2ac3c61,128,within:A_cot,0.28144115076964443,0.6594722668329874,3
longmemeval::c2ac3c61,128,cross:A_react_vs_A_plan,0.14705544015135097,0.42986207869317794,9
longmemeval::c2ac3c61,128,cross:A_react_vs_A_cot,0.20251579209615586,0.5267881055672964,9
longmemeval::c2ac3c61,128,cross:A_plan_vs_A_cot,0.42970460691149204,0.7781259020169576,9
longmemeval::gpt4_2f91af09,128,within:A_react,0.33930041152263374,0.6068761348724365,3
longmemeval::gpt4_2f91af09,128,within:A_plan,0.10843373493975904,0.33136644462744397,3
longmemeval::gpt4_2f91af09,128,within:A_cot,0.4266787112315568,0.5798084338506063,3
longmemeval::gpt4_2f91af09,128,cross:A_react_vs_A_plan,0.23970061614798455,0.4899897434645229,9
longmemeval::gpt4_2f91af09,128,cross:A_react_vs_A_cot,0.4235919389540757,0.6339944203694662,9
longmemeval::gpt4_2f91af09,128,cross:A_plan_vs_A_cot,0.3288341130686121,0.5335525737868415,9
longmemeval::60bf93ed_abs,128,within:A_react,0.42229504785684563,0.6868349313735962,3
longmemeval::60bf93ed_abs,128,within:A_plan,0.01990049751243781,0.26978762944539386,3
longmemeval::60bf93ed_abs,128,within:A_cot,0.1592147435897436,0.5122818549474081,3
longmemeval::60bf93ed_abs,128,cross:A_react_vs_A_plan,0.18405363102221198,0.4304428356182244,9
longmemeval::60bf93ed_abs,128,cross:A_react_vs_A_cot,0.3333410571193711,0.6088872717486488,9
longmemeval::60bf93ed_abs,128,cross:A_plan_vs_A_cot,0.16746763016843338,0.43249231908056474,9
longmemeval::852ce960,128,within:A_react,0.38193050193050193,0.6450691024462382,3
longmemeval::852ce960,128,within:A_plan,0.2591690716690717,0.39081184566020966,3
longmemeval::852ce960,128,within:A_cot,0.2774693825050761,0.6107417345046997,3
longmemeval::852ce960,128,cross:A_react_vs_A_plan,0.23171420904149947,0.5187386025985082,9
longmemeval::852ce960,128,cross:A_react_vs_A_cot,0.2781754088890078,0.6104077200094858,9
longmemeval::852ce960,128,cross:A_plan_vs_A_cot,0.2550318290513715,0.5781510720650355,9
longmemeval::41698283,128,within:A_react,0.3361899955021304,0.7310643593470255,3
longmemeval::41698283,128,within:A_plan,0.3445838311429709,0.8495814601580302,3
longmemeval::41698283,128,within:A_cot,0.0643818781073683,0.39611751834551495,3
longmemeval::41698283,128,cross:A_react_vs_A_plan,0.4082118016378064,0.7899119324154324,9
longmemeval::41698283,128,cross:A_react_vs_A_cot,0.18941246064554357,0.6004695395628611,9
longmemeval::41698283,128,cross:A_plan_vs_A_cot,0.18538729013633817,0.5702018207973905,9
longmemeval::38146c39,128,within:A_react,0.052208835341365466,0.21338148523742953,3
longmemeval::38146c39,128,within:A_plan,0.11319329786583503,0.3064344997207324,3
longmemeval::38146c39,128,within:A_cot,0.24779192204934777,0.5527156194051107,3
longmemeval::38146c39,128,cross:A_react_vs_A_plan,0.13227851169633037,0.3789624373118083,9
longmemeval::38146c39,128,cross:A_react_vs_A_cot,0.19318028764908146,0.4635362130486303,9
longmemeval::38146c39,128,cross:A_plan_vs_A_cot,0.2051380778398607,0.5273060086700652,9
longmemeval::57f827a0,128,within:A_react,0.06944444444444445,0.18980971475442251,3
longmemeval::57f827a0,128,within:A_plan,0.20422975246335015,0.42768051226933795,3
longmemeval::57f827a0,128,within:A_cot,0.1960720130932897,0.5296580791473389,3
longmemeval::57f827a0,128,cross:A_react_vs_A_plan,0.15032269772639206,0.376163799315691,9
longmemeval::57f827a0,128,cross:A_react_vs_A_cot,0.14427291951920976,0.41489779038561714,9
longmemeval::57f827a0,128,cross:A_plan_vs_A_cot,0.21120491292734045,0.5177403390407562,9
longmemeval::6222b6eb,128,within:A_react,0.35215053763440857,0.6044581135114034,3
longmemeval::6222b6eb,128,within:A_plan,0.6987654320987655,0.9324055910110474,3
longmemeval::6222b6eb,128,within:A_cot,0.4298780487804878,0.7429146766662598,3
longmemeval::6222b6eb,128,cross:A_react_vs_A_plan,0.5705298646738662,0.7872875928878784,9
longmemeval::6222b6eb,128,cross:A_react_vs_A_cot,0.3337662265717522,0.6104827457004123,9
longmemeval::6222b6eb,128,cross:A_plan_vs_A_cot,0.5133474836963209,0.770920647515191,9
longmemeval::c8f1aeed,128,within:A_react,1.0,0.9946867227554321,3
longmemeval::c8f1aeed,128,within:A_plan,0.6357504815690396,0.6614291667938232,3
longmemeval::c8f1aeed,128,within:A_cot,0.3043478260869565,0.30150364090998966,3
longmemeval::c8f1aeed,128,cross:A_react_vs_A_plan,0.28146421170094055,0.5875313745604621,9
longmemeval::c8f1aeed,128,cross:A_react_vs_A_cot,0.6376811594202898,0.647453053543965,9
longmemeval::c8f1aeed,128,cross:A_plan_vs_A_cot,0.18938966123327675,0.41396977338525986,9
longmemeval::118b2229,128,within:A_react,0.5518207282913165,0.6787697672843933,3
longmemeval::118b2229,128,within:A_plan,0.33865914786967416,0.6098394393920898,3
longmemeval::118b2229,128,within:A_cot,0.9607843137254902,0.9770262241363525,3
longmemeval::118b2229,128,cross:A_react_vs_A_plan,0.5388499844382197,0.7411262525452508,9
longmemeval::118b2229,128,cross:A_react_vs_A_cot,0.7634609399315282,0.831028958161672,9
longmemeval::118b2229,128,cross:A_plan_vs_A_cot,0.6315748521630875,0.8097466362847222,9
longmemeval::66f24dbb,128,within:A_react,0.8181818181818182,0.9856286446253458,3
longmemeval::66f24dbb,128,within:A_plan,0.3600454674623472,0.7638013164202372,3
longmemeval::66f24dbb,128,within:A_cot,0.23798491204110164,0.4814302921295166,3
longmemeval::66f24dbb,128,cross:A_react_vs_A_plan,0.3572132474571499,0.7609978318214417,9
longmemeval::66f24dbb,128,cross:A_react_vs_A_cot,0.4909794462033268,0.7132672270139059,9
longmemeval::66f24dbb,128,cross:A_plan_vs_A_cot,0.3609331870076555,0.6445835795667436,9
longmemeval::6b168ec8,128,within:A_react,0.6018099547511312,0.8081060250600179,3
longmemeval::6b168ec8,128,within:A_plan,0.43317099567099565,0.7779354254404703,3
longmemeval::6b168ec8,128,within:A_cot,1.0,1.0,3
longmemeval::6b168ec8,128,cross:A_react_vs_A_plan,0.4588145064109644,0.7934994962480333,9
longmemeval::6b168ec8,128,cross:A_react_vs_A_cot,0.5761689291101058,0.8503398895263672,9
longmemeval::6b168ec8,128,cross:A_plan_vs_A_cot,0.6755952380952381,0.8750699758529663,9
longmemeval::e01b8e2f,128,within:A_react,0.4300044091710758,0.7648000518480936,3
longmemeval::e01b8e2f,128,within:A_plan,0.2695318352059925,0.3824036220709483,3
longmemeval::e01b8e2f,128,within:A_cot,0.5404761904761904,0.7945610086123148,3
longmemeval::e01b8e2f,128,cross:A_react_vs_A_plan,0.22365349909234306,0.38501442389355767,9
longmemeval::e01b8e2f,128,cross:A_react_vs_A_cot,0.5526278659611994,0.8190844588809543,9
longmemeval::e01b8e2f,128,cross:A_plan_vs_A_cot,0.231572337246748,0.4160644585887591,9
longmemeval::19b5f2b3,128,within:A_react,0.0,0.1515321284532547,1
longmemeval::19b5f2b3,128,within:A_plan,0.4211287078934138,0.5214263300100962,3
longmemeval::19b5f2b3,128,within:A_cot,0.30951930951930956,0.47961894671122235,3
longmemeval::19b5f2b3,128,cross:A_react_vs_A_plan,0.14070254822576803,0.42973936597506207,6
longmemeval::19b5f2b3,128,cross:A_react_vs_A_cot,0.12108721624850656,0.4067546526590983,6
longmemeval::19b5f2b3,128,cross:A_plan_vs_A_cot,0.45644926731883245,0.6241464449299706,9
longmemeval::c14c00dd,128,within:A_react,0.5333333333333333,0.9247737725575765,3
longmemeval::c14c00dd,128,within:A_plan,0.5333333333333333,0.9247737725575765,3
longmemeval::c14c00dd,128,within:A_cot,0.23197115384615385,0.7479918599128723,3
longmemeval::c14c00dd,128,cross:A_react_vs_A_plan,0.611111111111111,0.9373114969995286,9
longmemeval::c14c00dd,128,cross:A_react_vs_A_cot,0.3572442292872401,0.8129880362086825,9
longmemeval::c14c00dd,128,cross:A_plan_vs_A_cot,0.42705886308036844,0.8364527093039619,9
longmemeval::b46e15ed,128,within:A_react,0.46102051925307075,0.6894732713699341,3
longmemeval::b46e15ed,128,within:A_plan,0.7275949953660796,0.8302400906880697,3
longmemeval::b46e15ed,128,within:A_cot,0.6569116018500423,0.8468301892280579,3
longmemeval::b46e15ed,128,cross:A_react_vs_A_plan,0.4841763034635286,0.7074052691459656,9
longmemeval::b46e15ed,128,cross:A_react_vs_A_cot,0.4880758408437936,0.6901784141858419,9
longmemeval::b46e15ed,128,cross:A_plan_vs_A_cot,0.535009308413962,0.7528149551815457,9
longmemeval::gpt4_1d4ab0c9,128,within:A_react,0.3509259259259259,0.5690520207087199,3
longmemeval::gpt4_1d4ab0c9,128,within:A_plan,0.10257335257335258,0.2675767292579015,3
longmemeval::gpt4_1d4ab0c9,128,within:A_cot,0.24453486132511557,0.7075346112251282,3
longmemeval::gpt4_1d4ab0c9,128,cross:A_react_vs_A_plan,0.22746526207487994,0.48173671464125317,9
longmemeval::gpt4_1d4ab0c9,128,cross:A_react_vs_A_cot,0.32469526428213474,0.6584164202213287,9
longmemeval::gpt4_1d4ab0c9,128,cross:A_plan_vs_A_cot,0.23172732772195972,0.4925279700093799,9
longmemeval::gpt4_468eb063,128,within:A_react,0.2570409982174688,0.42162540058294934,3
longmemeval::gpt4_468eb063,128,within:A_plan,0.49587467548632597,0.6565149625142416,3
longmemeval::gpt4_468eb063,128,within:A_cot,0.4740347644074352,0.7503820657730103,3
longmemeval::gpt4_468eb063,128,cross:A_react_vs_A_plan,0.2108560362347125,0.42420389751593274,9
longmemeval::gpt4_468eb063,128,cross:A_react_vs_A_cot,0.19236767752132414,0.5301966634061601,9
longmemeval::gpt4_468eb063,128,cross:A_plan_vs_A_cot,0.3675629361482471,0.5961114399962955,9
longmemeval::gpt4_1e4a8aeb,128,within:A_react,0.289101368159204,0.5093289812405905,3
longmemeval::gpt4_1e4a8aeb,128,within:A_plan,0.41574224386724384,0.7125500440597534,3
longmemeval::gpt4_1e4a8aeb,128,within:A_cot,0.14579197684036393,0.3753669857978821,3
longmemeval::gpt4_1e4a8aeb,128,cross:A_react_vs_A_plan,0.3902489126461178,0.6196179489294688,9
longmemeval::gpt4_1e4a8aeb,128,cross:A_react_vs_A_cot,0.3466184014088523,0.5579962962203555,9
longmemeval::gpt4_1e4a8aeb,128,cross:A_plan_vs_A_cot,0.292377591257794,0.5725468794504801,9
longmemeval::27016adc,128,within:A_react,0.43251231527093603,0.706513245900472,3
longmemeval::27016adc,128,within:A_plan,0.18615181115181115,0.47472389539082843,3
longmemeval::27016adc,128,within:A_cot,0.5120429252782194,0.8630738258361816,3
longmemeval::27016adc,128,cross:A_react_vs_A_plan,0.26278197535804027,0.6213298506206937,9
longmemeval::27016adc,128,cross:A_react_vs_A_cot,0.4911837156871112,0.8152946432431539,9
longmemeval::27016adc,128,cross:A_plan_vs_A_cot,0.2913806157542541,0.6874893075890012,9
