case_id,candidate_id,chunk_id,chunk_index,chunk_text,score_full,score_minus_chunk,success_full,success_minus_chunk,chunk_score_advantage,chunk_pass_advantage,not_interpretable_due_to_full_fail,positive_adv,chunk_adv_norm
57c3486_2,57c3486_2__minimax__sample_07,57c3486_2__minimax__sample_07__chunk_07,,,1.0,0.0,True,False,1.0,1,False,1.0,0.2
57c3486_2,57c3486_2__minimax__sample_07,57c3486_2__minimax__sample_07__chunk_11,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
57c3486_2,57c3486_2__minimax__sample_07,57c3486_2__minimax__sample_07__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
57c3486_2,57c3486_2__minimax__sample_07,57c3486_2__minimax__sample_07__chunk_08,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_00,,,1.0,0.0,True,False,1.0,1,False,1.0,0.16666666666666666
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
57c3486_2,57c3486_2__minimax__sample_07,57c3486_2__minimax__sample_07__chunk_09,,,1.0,0.0,True,False,1.0,1,False,1.0,0.2
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_08,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_03,,,1.0,0.0,True,False,1.0,1,False,1.0,0.16666666666666666
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_09,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_06,,,1.0,0.0,True,False,1.0,1,False,1.0,0.16666666666666666
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_04,,,1.0,0.0,True,False,1.0,1,False,1.0,0.16666666666666666
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_00,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_04,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_11,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
383cbac_2,383cbac_2__minimax__sample_06,383cbac_2__minimax__sample_06__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_06,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_03,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_08,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_09,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_11,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_05,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_01,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_02,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_04,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_03,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_06,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_07,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_10,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_08,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_09,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_00,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_11,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
d4e9306_2,d4e9306_2__minimax__sample_02,d4e9306_2__minimax__sample_02__chunk_00,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_06,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_03,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_04,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_11,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_08,,,1.0,0.0,True,False,1.0,1,False,1.0,0.3333333333333333
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_09,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_00,,,1.0,0.0,True,False,1.0,1,False,1.0,0.2
4fab96f_2,4fab96f_2__minimax__sample_03,4fab96f_2__minimax__sample_03__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_03,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_04,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_06,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_08,,,1.0,0.0,True,False,1.0,1,False,1.0,0.2
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_09,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_11,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
37a8675_1,37a8675_1__minimax__sample_03,37a8675_1__minimax__sample_03__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_04,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_03,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_00,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_05,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_02,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_01,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_07,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_08,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_09,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_06,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_00,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_11,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
57c3486_3,57c3486_3__minimax__sample_05,57c3486_3__minimax__sample_05__chunk_10,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_03,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_04,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_02,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_05,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_07,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_08,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_06,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_00,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_01,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_11,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_02,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_09,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_1,6c2c621_1__minimax__sample_07,6c2c621_1__minimax__sample_07__chunk_10,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_01,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_03,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_05,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_04,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_09,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_06,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_11,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_00,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_10,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_03,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_07,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_06,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_04,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_09,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_08,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
4ec8de5_3,4ec8de5_3__minimax__sample_01,4ec8de5_3__minimax__sample_01__chunk_11,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6c2c621_3,6c2c621_3__minimax__sample_04,6c2c621_3__minimax__sample_04__chunk_08,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_00,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_05,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_01,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_07,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_03,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_04,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_08,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_06,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_09,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_02,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_11,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
396c5a2_1,396c5a2_1__minimax__sample_04,396c5a2_1__minimax__sample_04__chunk_10,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_04,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_00,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_08,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_06,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_09,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_03,,,1.0,0.0,True,False,1.0,1,False,1.0,0.5
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_10,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
df61dc5_2,df61dc5_2__minimax__sample_05,df61dc5_2__minimax__sample_05__chunk_11,,,1.0,0.0,True,False,1.0,1,False,1.0,0.5
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_02,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_00,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_01,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_08,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_05,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_04,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_09,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_07,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_06,,,0.0,1.0,False,True,-1.0,-1,True,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_03,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_02,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
530b157_3,530b157_3__minimax__sample_00,530b157_3__minimax__sample_00__chunk_10,,,0.0,0.0,False,False,0.0,0,True,0.0,0.0
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_05,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_07,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_04,,,1.0,0.0,True,False,1.0,1,False,1.0,0.14285714285714285
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_06,,,1.0,0.0,True,False,1.0,1,False,1.0,0.14285714285714285
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_11,,,1.0,0.0,True,False,1.0,1,False,1.0,0.14285714285714285
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_00,,,1.0,0.0,True,False,1.0,1,False,1.0,0.14285714285714285
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_03,,,1.0,0.0,True,False,1.0,1,False,1.0,0.14285714285714285
4ec8de5_1,4ec8de5_1__minimax__sample_04,4ec8de5_1__minimax__sample_04__chunk_01,,,1.0,1.0,True,True,0.0,0,False,0.0,0.0
6171bbc_3,6171bbc_3__minimax__sample_00,6171bbc_3__minimax__sample_00__chunk_10,,,1.0,0.0,True,False,1.0,1,False,1.0,0.14285714285714285
