context_id,budget,source_agent,target_agent,success_self,success_cross,judge_drop,n_samples
locomo::conv-42::002f754ba1,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::002f754ba1,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-42::76048ed3d5,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::95ee228963,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::3f241a5523,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-43::daebfad592,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::6d402d63f0,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,512,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,1024,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,1024,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,1024,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,1024,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,1024,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-44::56bff54de9,1024,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,128,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,128,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,128,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,128,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,128,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,128,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,256,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,256,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,256,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,256,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,256,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,256,A_cot,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,512,A_react,A_plan,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,512,A_react,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,512,A_plan,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,512,A_plan,A_cot,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,512,A_cot,A_react,0.0,0.0,0.0,16
locomo::conv-47::c7f9641c1d,512,A_cot,A_plan,0.0,0.0,0.0,16
